;za_nr;version;doi;lfnr;QCL_1;f11;f12_1;f12_2;f12_3;f12_4;f12_5;f13_1;f13_2;f13_3;f14_1;f14_2;f14_3;f14_4;f14_5;f14b_1;f14b_2;f14b_3;f14b_4;f14b_5;f21;f22;f23;f31_1;f31_2;f31_3;f31_4;f31_5;f31_6;f31_7;f31a_1;f31a_2;f31a_3;f31a_4;f31a_5;f31a_6;f31a_7;f31b_1;f31b_2;f31b_3;f31b_4;f31b_5;f31b_6;f31b_7;f321;f322;f323;f323a;f323b;f323c;f33;f341;f3421;f3422;f3423;f3424;f3425;f343;f344_1;f344_2;f344_3;f344_4;f345;f41_1;f41_2;f41_3;f41_4;f4151;f4152;f4153;f4154;f4155;f4156;f4157;f4158;f4159;f41510;f41511;f42_1;f42_2;f42_3;f42_4;f42_5;f42_6;f42_7;f43_1;f43_2;f43_3;f43_4;f432_1;f432_2;f432_3;f432_4;f433_1;f433_2;f433_3;f433_4;f44;f45_1;f45_2;f45_3;f46;f471;f472;f473;f474;f475;f476;f477;f478;f479;f4710;f4711;f4712;f4713;f481_1;f481_2;f481_3;f481_4;f481_5;f481_6;f481_7;f481_8;f481_9;f481_10;f481_11;f482_1;f482_2;f482_3;f482_4;f482_5;f482_6;f482_7;f482_8;f482_9;f482_10;f482_11;f51;f611;f612;f613;f621;f622;f623;f6311;f6312;f6313;f6314;f6315;f6316;f6317;f6318;f6319;f63110;f63111;f63112;f63113;f632_1;f632_2;f632_3;f632_4;f632_5;f632_6;f64;f74b1s1;f74b1s2;f74b1s3;f74b1s4;f74b1s5;f74b1s6;f74b2s1;f74b2s2;f74b2s3;f74b2s4;f74b2s5;f74b2s6;f74b3s1;f74b3s2;f74b3s3;f74b3s4;f74b3s5;f74b3s6;f74b4s1;f74b4s2;f74b4s3;f74b4s4;f74b4s5;f74b4s6;f75_1;f75_2;f75_3;f75_4;f75_5;f761;f762;f763;f764;f765;f766;f767;f768;f769;f7610;f7611;f7612;f7613;f7614;f7615;f7616;f7617;f7618;f7619;f7620;f7621;f7622;f7623;f7624;f7625;f7626;f7627;f7628;f77;f78op;f791;f792;f793;f794;f795;f796;f797;f798;f799;f7910;f7911;f7912;f7913;f7914;f81_1;f81_2;f81_3;f81_4;f81_5;f81_6;f81_7;f81_8;f81_9;f81_10;f81_11;f81_12;f81_13;f81_14;f81_15;f81_16;f81_17;f821;f822;nf822;f823;f824;f825;f826;f827;f828_1;f828_2;f828_3;f828_4;f828_5;f828_6;f829;f8210;f8211;f82120;f8212;nf8212;f8213;f8214;einw;weight
868;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;970;3;3;1;1;2;2;3;3;3;2;2;2;2;3;1;1;2;3;3;NA;3;2;4;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;3;1;NA;NA;NA;2;5;1;0;1;0;0;0;NA;1;2;1;3;4;7;3;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;7;2;2;2;7;2;2;2;2;3;NA;NA;NA;NA;1;1;1;NA;1;3;3;3;3;1;0;0;0;1;1;0;0;0;0;0;0;0;1;2;2;1;1;2;1;2;2;2;2;6;NA;NA;1;6;NA;6;NA;NA;NA;NA;1;3;4;6;1;1;1;0;1;1;1;0;1;0;0;1;1;0;0;0;2;2;3;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;3;3;3;2;3;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;Trier;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;3;3;5;4;2;2;3;3;2;2;3;4;3;3;2;1;1;5;53;4;1;3;2;NA;NA;NA;NA;NA;NA;NA;1;5;2;2;2;73;5;1;4;0.544
869;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1061;4;2;3;3;3;4;4;1;2;2;2;1;2;2;2;3;NA;3;3;3;1;2;4;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;2;1;NA;NA;NA;2;6;1;1;1;0;0;0;NA;4;2;2;4;4;2;3;2;3;1;1;1;0;0;1;0;1;0;0;0;3;5;5;8;2;4;3;1;2;2;2;1;NA;NA;NA;NA;2;1;2;4;2;3;3;2;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;1;2;1;1;1;5;6;2;1;NA;NA;4;NA;6;4;2;1;2;4;3;1;1;1;0;1;1;1;0;1;0;1;0;0;0;0;0;2;2;2;2;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;3;3;3;NA;NA;NA;NA;NA;NA;2;3;1;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;3;4;4;3;1;3;1;3;4;3;4;2;3;2;1;1;5;51;4;1;3;2;NA;NA;NA;NA;NA;NA;NA;3;8;5;2;2;71;5;1;2;0.544
870;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1126;5;3;3;3;3;3;2;3;2;3;1;1;1;1;1;NA;NA;NA;NA;NA;3;1;4;2;2;2;2;1;2;2;NA;NA;NA;NA;1;NA;NA;1;2;2;1;NA;1;2;2;1;NA;NA;NA;1;5;1;1;1;0;0;0;NA;1;1;1;1;2;1;1;4;3;1;1;0;0;0;1;1;1;1;0;0;1;3;1;1;1;3;3;1;2;5;5;1;NA;NA;NA;NA;1;NA;NA;4;1;1;1;4;0;0;1;0;0;0;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;3;3;3;3;1;4;4;3;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;2;1;3;1;1;1;2;NA;NA;NA;NA;NA;NA;2;1;2;1;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;4;3;5;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;27;Wipperf?rth;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;2;1;3;4;2;4;2;1;1;1;4;3;2;3;1;4;1;5;53;4;1;3;2;NA;NA;NA;NA;NA;NA;NA;3;10;12;1;3;230;5;1;2;0.544
871;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1278;3;2;4;3;3;3;4;3;2;4;1;2;2;2;1;NA;1;2;2;NA;4;1;4;2;2;2;1;2;2;2;NA;NA;NA;2;NA;NA;NA;2;1;2;NA;1;1;2;1;1;2;NA;1;2;4;1;0;1;0;0;0;NA;1;1;1;4;4;4;8;1;7;1;1;0;1;0;0;1;0;0;0;0;1;7;3;3;1;8;1;2;2;5;2;NA;NA;NA;NA;2;3;NA;1;4;1;2;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;2;2;1;2;2;2;2;3;6;NA;1;NA;NA;4;NA;NA;NA;NA;1;6;3;2;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;3;2;3;2;1;1;2;NA;NA;NA;NA;NA;NA;1;2;1;2;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;4;5;3;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;10;Berlin;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;3;2;3;2;4;4;3;4;1;2;2;4;4;3;3;4;1;5;51;4;1;4;3;1;NA;NA;NA;NA;NA;NA;3;9;4;1;3;100;5;1;5;0.544
872;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1642;3;3;2;2;2;3;4;2;2;3;2;2;1;2;1;3;3;NA;2;NA;3;1;4;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;2;2;2;1;1;1;2;2;1;NA;NA;NA;2;8;1;0;1;0;0;0;NA;2;2;2;2;3;3;2;2;2;1;1;1;1;0;0;1;1;0;0;0;1;4;7;7;2;7;2;1;5;5;4;1;NA;NA;NA;NA;NA;NA;NA;4;1;1;1;2;1;0;1;0;0;0;1;0;0;0;0;0;0;1;2;1;1;2;2;1;2;2;1;2;3;NA;2;1;NA;NA;3;NA;NA;4;NA;1;6;1;2;1;1;3;1;0;0;1;0;1;0;0;0;0;0;0;0;3;3;3;3;3;3;2;1;2;2;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;1;4;5;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;28;;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;3;1;3;3;2;3;2;2;1;2;5;4;3;4;2;3;1;5;52;4;1;3;2;NA;NA;NA;NA;NA;NA;NA;3;10;4;1;3;110;5;1;2;0.544
873;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1694;3;1;4;4;4;4;3;1;1;2;2;2;1;2;2;2;2;NA;2;2;2;2;3;2;2;2;2;1;1;2;NA;NA;NA;NA;1;1;NA;2;2;2;3;NA;NA;2;1;1;2;NA;2;2;6;1;0;1;0;0;0;NA;1;1;1;2;3;6;8;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;7;5;4;4;6;6;2;2;5;5;NA;NA;NA;NA;2;2;NA;NA;2;2;3;3;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;2;1;2;2;1;2;6;5;2;3;4;NA;3;NA;NA;4;NA;2;1;1;3;3;1;1;1;0;0;1;0;1;0;1;1;0;0;0;0;3;4;4;2;2;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;1;1;3;1;4;2;3;5;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;11;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3;2;3;2;3;3;3;4;2;3;3;3;2;3;2;3;1;5;50;4;1;3;2;NA;NA;NA;NA;NA;NA;NA;3;7;5;1;2;63;5;1;4;0.544
874;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1832;3;3;3;3;3;3;4;2;3;3;2;1;1;2;2;2;NA;NA;2;2;2;2;4;2;2;2;2;2;2;1;NA;NA;NA;NA;NA;NA;1;2;2;2;2;2;1;NA;2;1;NA;NA;NA;2;2;1;1;0;0;0;0;NA;4;4;2;4;4;4;3;2;3;0;0;0;0;0;1;0;0;0;0;0;1;5;3;4;3;5;3;2;3;5;4;NA;NA;NA;NA;2;NA;NA;NA;3;2;3;3;2;0;1;0;0;1;1;0;0;0;0;0;0;0;1;2;1;1;2;2;1;2;2;1;2;5;NA;4;2;NA;NA;4;NA;NA;4;NA;1;3;6;2;2;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;3;3;4;3;2;5;3;NA;NA;NA;NA;NA;NA;2;2;2;2;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;2;4;5;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;Rheine;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;3;3;1;4;3;3;2;2;1;3;3;3;2;2;3;1;5;52;4;1;4;5;2;7;NA;NA;NA;NA;NA;3;8;3;1;3;140;5;1;3;0.544
875;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1942;3;2;3;2;3;3;2;3;3;5;2;1;2;1;1;1;NA;1;NA;NA;3;1;3;2;2;2;2;1;2;2;NA;NA;NA;NA;1;NA;NA;1;3;2;3;NA;1;2;1;1;2;NA;2;1;5;1;0;1;0;0;0;NA;3;2;2;4;2;4;7;2;7;0;0;0;1;0;0;0;0;0;0;0;2;5;3;3;5;3;3;2;2;2;2;NA;NA;NA;NA;2;2;1;1;3;2;2;2;3;1;0;0;1;1;0;0;0;0;0;0;0;0;1;2;1;1;2;2;1;2;2;1;2;3;NA;3;2;NA;NA;3;NA;NA;3;NA;1;3;1;1;2;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3;3;4;3;2;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;3;3;3;3;NA;NA;NA;NA;NA;NA;1;4;2;3;5;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;Dresden;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;2;2;2;3;3;2;2;1;2;3;3;3;3;3;3;1;5;53;4;1;1;1;NA;NA;NA;NA;NA;NA;NA;3;6;7;2;2;65;5;1;5;0.544
876;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1975;2;3;3;1;1;1;3;2;2;3;1;1;1;2;1;NA;NA;NA;2;NA;2;1;4;2;2;2;1;1;2;2;NA;NA;NA;1;1;NA;NA;1;2;2;NA;NA;2;2;2;1;NA;NA;NA;2;4;1;1;1;0;0;0;NA;2;1;1;3;3;3;3;3;2;1;1;1;1;0;0;1;1;1;0;0;2;5;5;3;2;5;5;2;1;2;2;NA;1;NA;NA;1;NA;1;1;4;1;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;1;1;2;1;2;1;1;2;2;4;3;1;3;NA;2;NA;3;3;NA;1;4;1;3;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;3;2;2;2;1;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;2;1;2;NA;NA;NA;NA;NA;NA;3;2;1;4;5;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;Wittlich;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;3;1;2;3;2;3;2;1;2;2;3;2;3;3;1;3;1;5;52;4;1;3;2;NA;NA;NA;NA;NA;NA;NA;3;10;5;2;2;72;5;1;3;0.544
877;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;984;1;3;3;4;4;4;4;4;3;4;1;1;2;2;2;NA;NA;2;2;2;1;2;3;3;3;3;3;2;3;1;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;1;NA;NA;2;1;NA;NA;NA;2;1;1;1;0;0;0;0;NA;4;4;4;4;4;6;4;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;4;4;2;5;2;5;3;5;3;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;3;2;0;1;1;1;0;0;0;0;0;0;0;0;0;1;2;1;1;2;3;2;2;2;1;2;6;NA;6;1;NA;NA;NA;NA;NA;6;NA;2;4;6;6;3;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;3;3;3;2;2;2;4;3;3;3;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;1;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;4;3;2;3;2;2;2;1;3;1;4;3;3;2;3;2;7;72;5;12;3;2;NA;NA;NA;NA;NA;NA;NA;3;6;5;1;3;125;14;2;2;0.546
878;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1021;6;2;3;2;2;3;4;2;2;2;1;1;1;1;1;NA;NA;NA;NA;NA;3;1;3;2;2;3;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;2;2;NA;2;2;2;2;3;1;NA;NA;NA;1;5;1;1;0;0;0;0;NA;3;3;3;3;2;3;6;3;1;1;0;1;0;0;0;0;0;0;0;0;3;6;5;8;2;8;2;1;5;2;2;1;NA;NA;NA;NA;NA;1;1;5;2;2;2;2;0;1;1;0;0;0;0;1;0;0;0;0;0;1;3;2;1;3;2;1;3;3;3;2;3;NA;NA;2;NA;NA;3;NA;NA;NA;NA;1;4;1;2;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;2;1;2;1;1;1;1;2;1;1;3;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6;;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;2;2;3;4;2;2;3;1;3;1;2;3;3;3;2;1;2;7;75;5;7;1;1;NA;NA;NA;NA;NA;NA;NA;3;3;12;1;2;70;14;2;3;0.546
879;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1162;1;2;2;2;2;2;3;3;3;3;1;1;1;2;1;NA;NA;NA;2;NA;2;1;3;2;2;2;2;1;1;1;NA;NA;NA;NA;1;1;1;2;2;2;2;NA;NA;NA;1;1;2;NA;1;2;3;1;0;1;0;0;0;NA;1;1;1;3;2;2;2;3;2;1;0;1;0;0;0;1;1;0;0;0;2;3;2;2;1;3;1;2;2;1;2;NA;NA;1;NA;1;1;NA;1;3;1;1;1;2;0;0;1;0;0;0;1;1;0;0;0;0;0;1;3;1;1;1;1;1;3;3;1;2;3;NA;1;1;3;3;1;NA;NA;3;NA;2;3;1;3;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;3;2;3;3;1;2;1;NA;NA;NA;NA;NA;NA;2;1;2;1;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;4;1;5;0;1;1;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;6;Bad Elster;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;2;2;3;2;3;2;3;1;2;3;3;3;2;2;1;2;7;70;5;7;3;2;NA;NA;NA;NA;NA;NA;NA;3;5;4;1;3;107;14;2;5;0.546
880;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1216;1;3;2;3;3;3;3;2;2;5;1;1;1;2;1;NA;NA;NA;2;NA;2;3;3;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;1;1;3;3;1;1;2;1;1;2;NA;3;3;4;1;1;0;0;0;0;NA;2;4;2;5;2;2;2;3;1;1;1;1;1;0;1;1;0;0;0;0;1;2;2;2;2;8;8;4;5;4;2;NA;NA;NA;NA;NA;NA;NA;1;5;1;1;2;2;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;2;1;2;2;1;3;3;1;2;3;4;NA;1;NA;NA;3;NA;NA;2;NA;1;6;1;6;2;1;1;1;0;0;1;0;1;0;1;0;0;0;0;0;5;2;2;2;1;2;2;2;2;1;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;4;3;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;5;Pirna;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;2;3;4;5;2;2;2;1;2;3;5;2;4;2;2;2;7;70;5;7;3;2;NA;NA;NA;NA;NA;NA;NA;3;4;5;2;2;56;14;2;3;0.546
881;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1331;5;3;4;2;4;4;3;2;2;1;1;2;1;1;1;NA;2;NA;NA;NA;2;1;2;2;2;2;2;1;2;1;NA;NA;NA;NA;1;NA;1;1;1;1;1;NA;2;NA;1;1;2;NA;1;1;1;1;1;0;0;0;0;NA;3;3;4;2;1;6;2;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;5;1;1;1;2;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;2;1;1;2;1;1;1;3;1;1;2;NA;2;2;NA;2;2;2;3;4;3;1;1;1;0;1;0;0;1;1;1;0;0;1;0;0;0;1;1;1;1;1;1;3;1;1;1;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;5;1;3;4;0;1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;24;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;2;3;4;1;1;1;3;1;2;4;1;1;2;7;72;5;7;1;1;NA;NA;NA;NA;NA;NA;NA;3;4;4;2;2;55;14;2;5;0.546
882;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1599;1;2;4;3;4;3;4;2;2;4;1;1;2;2;1;NA;NA;1;2;NA;3;1;4;2;2;2;2;1;1;1;NA;NA;NA;NA;1;1;2;2;2;2;1;NA;NA;NA;2;1;NA;NA;NA;2;4;1;1;1;0;0;0;NA;2;4;1;3;4;4;2;2;2;1;1;0;1;0;0;1;1;0;0;0;1;6;2;3;1;6;1;2;2;5;1;NA;NA;NA;1;1;3;NA;NA;3;2;2;2;2;1;1;0;0;0;0;1;0;0;0;0;0;0;1;2;1;1;2;2;1;1;2;1;1;3;NA;2;1;NA;NA;3;4;NA;3;3;1;3;3;3;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;3;2;3;2;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;1;1;2;2;1;3;4;5;0;0;1;0;1;1;0;0;0;1;0;0;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;23;L?bbenau;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;2;3;2;2;2;2;2;1;3;3;4;3;3;2;3;2;7;71;6;7;3;2;NA;NA;NA;NA;NA;NA;NA;3;6;5;1;2;85;14;2;2;0.546
883;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1647;1;2;3;2;4;4;3;2;1;3;1;1;1;1;1;NA;NA;NA;NA;NA;3;1;1;2;2;2;2;1;2;1;NA;NA;NA;NA;1;NA;2;2;2;2;1;NA;2;NA;2;1;NA;NA;NA;1;4;1;1;0;0;0;0;NA;1;1;1;3;1;4;1;3;4;1;1;1;1;0;1;1;1;1;0;0;1;2;3;8;1;1;1;2;2;2;2;NA;NA;NA;NA;3;2;1;1;4;2;2;2;2;1;1;0;0;0;0;1;0;0;0;0;0;0;1;2;1;1;1;2;1;2;2;1;1;4;NA;1;1;1;NA;1;NA;NA;4;4;1;6;6;6;5;1;1;0;1;1;1;0;0;0;1;1;0;1;0;0;4;5;5;2;1;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;1;1;2;2;4;1;3;5;0;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;1;1;0;0;0;0;0;15;Wechselburg;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;2;2;2;2;2;4;3;1;1;2;3;2;2;4;2;3;2;7;70;6;7;1;1;NA;NA;NA;NA;NA;NA;NA;3;3;11;2;1;30;14;2;2;0.546
884;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;474;5;2;4;2;3;3;2;2;2;3;2;2;1;1;1;2;2;NA;NA;NA;3;1;3;2;2;2;2;1;1;1;NA;NA;NA;NA;1;1;1;1;1;2;1;NA;NA;NA;2;1;NA;NA;NA;1;3;1;1;0;0;0;0;NA;1;1;1;1;1;2;3;4;2;1;0;1;0;0;0;1;0;0;0;0;1;3;3;3;1;7;1;1;2;1;2;1;NA;1;NA;NA;3;NA;1;3;2;2;2;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;2;1;1;2;2;1;1;2;2;2;3;NA;3;1;NA;NA;4;4;NA;NA;NA;1;6;3;6;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;2;1;2;2;2;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;1;1;2;1;3;2;4;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;16;Bad Kreuznach;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;5;2;4;2;2;5;3;1;1;1;4;5;1;4;2;3;1;7;70;7;7;3;2;NA;NA;NA;NA;NA;NA;NA;3;9;4;2;3;100;7;1;1;0.548
885;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;873;5;1;3;3;3;4;4;3;2;2;2;1;1;3;1;1;NA;NA;3;NA;3;1;4;3;3;3;3;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;3;1;NA;NA;NA;3;6;1;1;1;0;0;0;NA;4;4;4;4;4;2;4;7;3;1;0;0;0;0;0;0;1;1;0;0;1;4;1;1;2;4;2;2;5;2;2;NA;NA;NA;NA;1;NA;3;1;3;1;2;2;3;1;1;0;0;0;0;0;0;1;0;0;0;0;1;2;2;1;2;2;1;2;2;2;2;3;NA;NA;1;NA;NA;2;NA;NA;NA;NA;2;6;6;1;5;2;NA;1;0;1;0;0;1;0;1;0;1;0;0;0;2;1;3;1;1;1;3;NA;NA;NA;NA;NA;NA;2;1;2;1;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;4;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28;;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;2;1;4;3;2;3;2;2;1;1;3;2;3;4;2;3;1;7;70;7;7;3;2;NA;NA;NA;NA;NA;NA;NA;3;11;5;1;3;170;7;1;1;0.548
886;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;412;3;2;3;2;3;1;1;2;2;3;2;2;2;3;1;2;2;2;2;NA;3;1;4;2;3;2;3;1;2;1;NA;NA;NA;NA;1;NA;2;2;NA;2;NA;NA;1;NA;2;1;NA;NA;NA;2;5;1;1;0;0;1;0;NA;1;1;1;2;3;2;7;1;8;1;1;1;0;1;1;0;0;0;0;0;1;5;2;3;3;7;5;1;2;5;5;1;NA;NA;NA;NA;3;NA;NA;4;1;1;1;2;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1;2;1;1;2;1;2;1;2;2;2;2;NA;2;3;NA;2;NA;3;NA;NA;1;2;1;6;2;1;1;1;0;0;1;0;1;0;1;1;1;0;0;0;3;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;2;1;2;NA;NA;NA;NA;NA;NA;2;4;3;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;28;Saarbr?cken;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;2;2;4;3;3;4;1;4;3;2;3;3;1;3;1;5;52;4;1;2;5;1;NA;NA;NA;NA;NA;NA;3;8;7;1;3;160;10;1;2;0.549
